dong_xe,gia,hang,hop_so,kieu_dang,km_da_di,nam_sx,nhien_lieu,so_cho_ngoi,tinh_trang,xuat_xu
Nubira,68.000.000,Daewoo,Số sàn,Sedan,123456,2003,Xăng,5,Đã sử dụng,Hàn Quốc
Hiace,530.000.000,Toyota,Số sàn,Van,165000,2013,Dầu,16,Đã sử dụng,
Land Cruiser,325.000.000,Toyota,Số sàn,Sedan,100000,1997,Dầu,7,Đã sử dụng,Nhật Bản
Fortuner,610.000.000,Toyota,Số sàn,SUV / Cross over,81000,2014,Dầu,7,Đã sử dụng,Việt Nam
Vios,345.000.000,Toyota,Số sàn,Sedan,68626,2017,Xăng,5,Đã sử dụng,Việt Nam
Cerato,448.000.000,Kia,Số sàn,Sedan,40000,2019,Xăng,5,Đã sử dụng,Việt Nam
Sorento,720.000.000,Kia,Bán tự động,SUV / Cross over,60,2017,Dầu,7,Đã sử dụng,Việt Nam
3,585.000.000,Mazda,Tự động,Sedan,31000,2018,Xăng,5,Đã sử dụng,Việt Nam
Corona,41.000.000,Toyota,Số sàn,Sedan,123456,1989,Xăng,5,Đã sử dụng,Việt Nam
Laser,138.000.000,Ford,Số sàn,Sedan,120000,2003,Xăng,5,Đã sử dụng,Việt Nam
Innova,298.000.000,Toyota,Số sàn,Minivan (MPV),123,2010,Xăng,8,Đã sử dụng,
3,535.000.000,Mazda,Tự động,Sedan,40000,2018,Xăng,5,Đã sử dụng,Việt Nam
Triton,489.000.000,Mitsubishi,Tự động,Pick-up (bán tải),61000,2018,Dầu,5,Đã sử dụng,Thái Lan
Vios,390.000.000,Toyota,Số sàn,Sedan,35000,2019,Xăng,5,Đã sử dụng,Việt Nam
Range Rover,4.999.000.000,LandRover,Tự động,SUV / Cross over,50000,2015,Xăng,4,Đã sử dụng,Mỹ
Ertiga,488.000.000,Suzuki,Tự động,Minivan (MPV),62,2019,Xăng,5,Đã sử dụng,
Ranger,590.000.000,Ford,Số sàn,Pick-up (bán tải),50000,2017,Động cơ Hybrid,5,Đã sử dụng,Thái Lan
F 150,4.350.000.000,Ford,Tự động,Pick-up (bán tải),6500,2019,Xăng,5,Đã sử dụng,Mỹ
Yaris,335.000.000,Toyota,Tự động,Hatchback,90,2011,Xăng,5,Đã sử dụng,Thái Lan
Innova,255.000.000,Toyota,Số sàn,Minivan (MPV),300000,2008,Xăng,8,Đã sử dụng,Thái Lan
300C,575.000.000,Chrysler,Tự động,Sedan,56000,2009,Xăng,5,Đã sử dụng,Mỹ
Cerato,475.000.000,Kia,Tự động,Sedan,50000,2017,Xăng,5,Đã sử dụng,Việt Nam
CR V,428.000.000,Honda,Tự động,SUV / Cross over,8000,2011,Xăng,5,Đã sử dụng,Việt Nam
Highlander,2.050.000.000,Toyota,Tự động,SUV / Cross over,60000,2015,Xăng,7,Đã sử dụng,Mỹ
Zace,287.000.000,Toyota,Số sàn,Minivan (MPV),74000,2005,Xăng,8,Đã sử dụng,Nhật Bản
Innova,380.000.000,Toyota,Tự động,Minivan (MPV),80000,2013,Xăng,8,Đã sử dụng,
Transit,289.000.000,Ford,Số sàn,Minivan (MPV),133000,2015,Dầu,16,Đã sử dụng,Việt Nam
K3,375.000.000,Kia,Số sàn,Sedan,80000,2015,Xăng,5,Đã sử dụng,
Carnival,240.000.000,Kia,Tự động,SUV / Cross over,,2021,Dầu,8,Mới,Việt Nam
Tucson,822.000.000,Hyundai,Tự động,SUV / Cross over,10000,2019,Xăng,5,Đã sử dụng,Việt Nam
Everest,510.000.000,Ford,Số sàn,SUV / Cross over,3000,2015,Dầu,7,Đã sử dụng,Mỹ
Vios,385.000.000,Toyota,Tự động,Sedan,85000,2016,Xăng,5,Đã sử dụng,Nhật Bản
Innova,495.000.000,Toyota,Số sàn,SUV / Cross over,75000,2018,Xăng,8,Đã sử dụng,Việt Nam
Accord,550.000.000,Honda,Tự động,Sedan,60000,2012,Xăng,5,Đã sử dụng,Nhật Bản
Vios,275.000.000,Toyota,Số sàn,Sedan,130000,2013,Xăng,5,Đã sử dụng,Việt Nam
Transit,310.000.000,Ford,Số sàn,Van,250000,2015,Dầu,16,Đã sử dụng,Việt Nam
Sedona,795.000.000,Kia,Tự động,Minivan (MPV),80000,2018,Dầu,7,Đã sử dụng,Việt Nam
Aveo,295.000.000,Chevrolet,Tự động,Sedan,50,2018,Xăng,5,Đã sử dụng,Việt Nam
RX,590.000.000,Lexus,Tự động,SUV / Cross over,11000,2008,Xăng,8,Đã sử dụng,Nhật Bản
Ranger,820.000.000,Ford,Tự động,Pick-up (bán tải),66000,2018,Dầu,5,Đã sử dụng,Thái Lan
Mondeo,152.000.000,Ford,Tự động,Sedan,112000,2004,Xăng,5,Đã sử dụng,Việt Nam
Fortuner,460.000.000,Toyota,Số sàn,SUV / Cross over,99999,2009,Dầu,7,Đã sử dụng,Việt Nam
Innova,205.000.000,Toyota,Số sàn,Minivan (MPV),100000,2008,Xăng,8,Đã sử dụng,Việt Nam
Attrage,260.000.000,Mitsubishi,Số sàn,Sedan,60000,2017,Xăng,5,Đã sử dụng,Hàn Quốc
Cruze,410.000.000,Chevrolet,Tự động,Sedan,52271,2017,Xăng,5,Đã sử dụng,Việt Nam
LX,999.000.000,Lexus,Tự động,SUV / Cross over,140000,2005,Xăng,8,Đã sử dụng,Nhật Bản
Grand i10,355.000.000,Hyundai,Tự động,Hatchback,46000,2018,Xăng,5,Đã sử dụng,Việt Nam
3 Series,730.000.000,BMW,Tự động,Sedan,6,2015,Xăng,4,Đã sử dụng,Đức
Rio,358.000.000,Kia,Tự động,Hatchback,75000,2014,Xăng,5,Đã sử dụng,Hàn Quốc
Morning,209.000.000,Kia,Tự động,Hatchback,6789,2010,Xăng,5,Đã sử dụng,Việt Nam
3,785.000.000,Mazda,Tự động,Hatchback,23000,2020,Xăng,5,Đã sử dụng,Việt Nam
3,550.000.000,Mazda,Tự động,Sedan,39000,2018,Xăng,5,Đã sử dụng,Việt Nam
Innova,520.000.000,Toyota,Số sàn,Minivan (MPV),110,2018,Xăng,8,Đã sử dụng,
Captiva,368.000.000,Chevrolet,Tự động,SUV / Cross over,44130,2011,Xăng,7,Đã sử dụng,Việt Nam
Morning,115.000.000,Kia,Số sàn,Hatchback,333333,2009,Xăng,5,Đã sử dụng,Việt Nam
Camry,1.020.000.000,Toyota,Tự động,Sedan,2102,2021,Xăng,5,Đã sử dụng,Thái Lan
Carens,267.000.000,Kia,Số sàn,Minivan (MPV),12345,2007,Dầu,7,Đã sử dụng,Hàn Quốc
Ranger,535.000.000,Ford,Tự động,Pick-up (bán tải),67000,2016,Dầu,5,Đã sử dụng,Thái Lan
Laser,175.000.000,Ford,Tự động,Sedan,130,2004,Xăng,5,Đã sử dụng,Mỹ
CX 5,685.000.000,Mazda,Tự động,SUV / Cross over,56000,2017,Xăng,5,Đã sử dụng,Việt Nam
Cerato,499.000.000,Kia,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
Ranger,880.000.000,Ford,Tự động,Pick-up (bán tải),,2021,Dầu,5,Mới,Việt Nam
Vios,370.000.000,Toyota,Số sàn,Sedan,67000,2018,Xăng,5,Đã sử dụng,Việt Nam
Grand i10,270.000.000,Hyundai,Số sàn,Hatchback,60000,2016,Xăng,5,Đã sử dụng,Ấn Độ
Everest,1.022.000.000,Ford,Tự động,SUV / Cross over,,2021,Dầu,7,Mới,Việt Nam
Elantra,565.000.000,Hyundai,Tự động,Sedan,3999,2019,Xăng,5,Đã sử dụng,
Matiz,40.000.000,Daewoo,Số sàn,Hatchback,123,2002,Xăng,5,Đã sử dụng,Việt Nam
Premacy,160.000.000,Mazda,Tự động,SUV / Cross over,29000,2004,Xăng,7,Đã sử dụng,Nhật Bản
Vios,505.000.000,Toyota,Tự động,Sedan,21000,2020,Xăng,5,Đã sử dụng,Việt Nam
CLA Class,795.000.000,Mercedes Benz,Tự động,Sedan,65000,2015,Xăng,5,Đã sử dụng,Đức
Vios,280.000.000,Toyota,Số sàn,Sedan,52000,2015,Xăng,5,Đã sử dụng,Việt Nam
6,769.000.000,Mazda,Bán tự động,Sedan,39000,2020,Xăng,5,Đã sử dụng,Việt Nam
Genesis,700.000.000,Hyundai,Tự động,Sedan,70000,2009,Xăng,4,Đã sử dụng,Hàn Quốc
Innova,378.000.000,Toyota,Số sàn,Minivan (MPV),90000,2016,Xăng,8,Đã sử dụng,Việt Nam
City,535.000.000,Honda,Tự động,Sedan,20,2020,Xăng,5,Đã sử dụng,Việt Nam
Getz,182.000.000,Hyundai,Số sàn,Hatchback,8,2010,Xăng,5,Đã sử dụng,Hàn Quốc
Fortuner,640.000.000,Toyota,Số sàn,SUV / Cross over,55000,2016,Dầu,7,Đã sử dụng,Việt Nam
Everest,1.025.000.000,Ford,Tự động,SUV / Cross over,14000,2019,Dầu,7,Đã sử dụng,Thái Lan
Sorento,550.000.000,Kia,Tự động,SUV / Cross over,88000,2016,Xăng,7,Đã sử dụng,Việt Nam
Innova,330.000.000,Toyota,Số sàn,Minivan (MPV),80000,2015,Xăng,8,Đã sử dụng,Việt Nam
Innova,515.000.000,Toyota,Số sàn,SUV / Cross over,8,2018,Xăng,7,Đã sử dụng,Việt Nam
Grand i10,333.000.000,Hyundai,Số sàn,SUV / Cross over,,2021,Xăng,5,Mới,Việt Nam
Innova,449.000.000,Toyota,Số sàn,Minivan (MPV),83000,2016,Xăng,8,Đã sử dụng,Việt Nam
HR-V,871.000.000,Honda,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Thái Lan
Accent,460.000.000,Hyundai,Tự động,Sedan,30000,2019,Xăng,5,Đã sử dụng,Việt Nam
Ranger,546.000.000,Ford,Tự động,Pick-up (bán tải),56000,2016,Dầu,5,Đã sử dụng,Thái Lan
Focus,545.000.000,Ford,Tự động,Hatchback,55000,2016,Xăng,5,Đã sử dụng,Việt Nam
Zace,199.000.000,Toyota,Số sàn,SUV / Cross over,22,2004,Xăng,8,Đã sử dụng,Việt Nam
Genesis,719.000.000,Hyundai,Bán tự động,,61000,2012,Xăng,,Đã sử dụng,
Captiva,626.000.000,Chevrolet,Tự động,SUV / Cross over,25000,2018,Xăng,7,Đã sử dụng,Việt Nam
Rondo,520.000.000,Kia,Tự động,Minivan (MPV),60000,2015,Xăng,7,Đã sử dụng,
Accent,488.000.000,Hyundai,Tự động,,44000,2019,Xăng,,Đã sử dụng,
Vios,350.000.000,Toyota,Số sàn,Sedan,85000,2015,Xăng,5,Đã sử dụng,Việt Nam
Fortuner,1.015.000.000,Toyota,Tự động,SUV / Cross over,25000,2020,Dầu,5,Đã sử dụng,Việt Nam
Vios,499.000.000,Toyota,Tự động,Sedan,10000,2020,Xăng,5,Đã sử dụng,Việt Nam
Innova,237.000.000,Toyota,Số sàn,Minivan (MPV),151000,2008,Xăng,8,Đã sử dụng,Việt Nam
2,355.000.000,Mazda,Tự động,Hatchback,68000,2015,Xăng,5,Đã sử dụng,Việt Nam
Vios,408.000.000,Toyota,Số sàn,Sedan,391050,2019,Xăng,5,Đã sử dụng,Việt Nam
Fortuner,1.195.000.000,Toyota,Tự động,SUV / Cross over,,2021,Dầu,7,Mới,Việt Nam
X trail,785.000.000,Nissan,Tự động,SUV / Cross over,48000,2018,Xăng,7,Đã sử dụng,Việt Nam
Racer,42.000.000,Daewoo,Số sàn,Kiểu dáng khác,12345,1992,Xăng,4,Đã sử dụng,Hàn Quốc
XL 7,519.000.000,Suzuki,Tự động,SUV / Cross over,,2021,Xăng,7,Mới,Nước khác
Innova,495.000.000,Toyota,Số sàn,Minivan (MPV),70000,2017,Xăng,8,Đã sử dụng,Việt Nam
Lacetti,265.000.000,Chevrolet,Tự động,Sedan,10000,2010,Xăng,5,Đã sử dụng,Hàn Quốc
Vios,425.000.000,Toyota,Tự động,Sedan,60000,2018,Xăng,5,Đã sử dụng,Việt Nam
Hiace,115.000.000,Toyota,Số sàn,Van,100000,2003,Xăng,2,Đã sử dụng,Nhật Bản
Dòng khác,920.000.000,Isuzu,Số sàn,,190000,2015,Dầu,,Đã sử dụng,
Camry,410.000.000,Toyota,Tự động,Sedan,14,2009,Xăng,5,Đã sử dụng,Đài Loan
Innova,585.000.000,Toyota,Tự động,Minivan (MPV),66000,2017,Xăng,8,Đã sử dụng,Việt Nam
Sunny,395.000.000,Nissan,Tự động,Sedan,47000,2019,Xăng,5,Đã sử dụng,Việt Nam
Grand i10,232.000.000,Hyundai,Số sàn,Sedan,72000,2015,Xăng,5,Đã sử dụng,Ấn Độ
,700.000.000,,,,,,,,Đã sử dụng,
Innova,330.000.000,Toyota,Số sàn,Minivan (MPV),97000,2015,Xăng,8,Đã sử dụng,Việt Nam
XL 7,526.900.000,Suzuki,Tự động,SUV / Cross over,,2021,Xăng,7,Mới,Nước khác
Innova,225.000.000,Toyota,Số sàn,Minivan (MPV),111111,2006,Xăng,8,Đã sử dụng,Việt Nam
Range Rover Evoque,985.000.000,LandRover,Tự động,SUV / Cross over,58000,2012,Xăng,5,Đã sử dụng,Nước khác
Civic,785.000.000,Honda,Tự động,Sedan,10000,2019,Xăng,5,Đã sử dụng,Thái Lan
Grandis,441.000.000,Mitsubishi,Tự động,Minivan (MPV),71000,2009,Xăng,5,Đã sử dụng,Việt Nam
Grand i10,214.000.000,Hyundai,Số sàn,Hatchback,80000,2014,Xăng,5,Đã sử dụng,Ấn Độ
Grand i10,195.000.000,Hyundai,Số sàn,Hatchback,100000,2014,Xăng,5,Đã sử dụng,Ấn Độ
Fortuner,610.000.000,Toyota,Tự động,,80000,2014,Dầu,,Đã sử dụng,
Everest,460.000.000,Ford,Tự động,SUV / Cross over,1000000,2013,Dầu,7,Đã sử dụng,Việt Nam
K3,455.000.000,Kia,Tự động,Sedan,50000,2015,Xăng,5,Đã sử dụng,Việt Nam
Fortuner,765.000.000,Toyota,Số sàn,SUV / Cross over,62000,2017,Dầu,7,Đã sử dụng,Nước khác
Sprinter,200.000.000,Mercedes Benz,Số sàn,Van,1000,2008,Dầu,6,Đã sử dụng,
HR-V,786.000.000,Honda,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Thái Lan
Accent,395.000.000,Hyundai,Tự động,Sedan,,2021,Xăng,5,Mới,Hàn Quốc
Accent,430.000.000,Hyundai,Số sàn,Sedan,,2021,Xăng,5,Mới,Hàn Quốc
Civic,679.000.000,Honda,Tự động,Sedan,25000,2019,Xăng,5,Đã sử dụng,Thái Lan
CX 5,839.000.000,Mazda,Tự động,,,2021,,,Mới,
GLC Class,1.620.000.000,Mercedes Benz,Tự động,SUV / Cross over,61000,2017,Xăng,5,Đã sử dụng,Việt Nam
Yaris,470.000.000,Toyota,Tự động,Hatchback,70000,2015,Xăng,5,Đã sử dụng,Thái Lan
3,545.000.000,Mazda,Tự động,Sedan,41000,2017,Xăng,5,Đã sử dụng,Việt Nam
Colorado,640.000.000,Chevrolet,Tự động,Pick-up (bán tải),34000,2019,Dầu,5,Đã sử dụng,Thái Lan
Jolie,78.000.000,Mitsubishi,Số sàn,SUV / Cross over,15000,2004,Xăng,7,Đã sử dụng,Nhật Bản
Ranger,820.000.000,Ford,Tự động,Pick-up (bán tải),56000,2018,Dầu,5,Đã sử dụng,Thái Lan
Xpander,630.000.000,Mitsubishi,Tự động,Minivan (MPV),,2021,Xăng,7,Mới,Việt Nam
Innova,668.000.000,Toyota,Tự động,Minivan (MPV),38000,2019,Xăng,8,Đã sử dụng,Việt Nam
Xpander,544.000.000,Mitsubishi,Tự động,Minivan (MPV),38150,2019,Xăng,5,Đã sử dụng,Thái Lan
Innova,200.000.000,Toyota,Số sàn,Minivan (MPV),190,2008,Xăng,8,Đã sử dụng,Nhật Bản
HR-V,745.000.000,Honda,Tự động,SUV / Cross over,21000,2019,Xăng,5,Đã sử dụng,Thái Lan
CLA Class,785.000.000,Mercedes Benz,Tự động,Sedan,90000,2014,Xăng,5,Đã sử dụng,Nước khác
Vios,200.000.000,Toyota,Số sàn,Sedan,12000,2009,Xăng,5,Đã sử dụng,
Vios,310.000.000,Toyota,Số sàn,,91000,2015,Xăng,,Đã sử dụng,Việt Nam
RAV4,365.000.000,Toyota,Tự động,SUV / Cross over,1,2007,Xăng,7,Đã sử dụng,Nhật Bản
Santa Fe,965.000.000,Hyundai,Tự động,SUV / Cross over,26000,2020,Xăng,5,Đã sử dụng,Việt Nam
Outlander,785.000.000,Mitsubishi,Tự động,SUV / Cross over,30000,2018,Xăng,7,Đã sử dụng,
Jazz,456.000.000,Honda,Tự động,Hatchback,36000,2018,Xăng,5,Đã sử dụng,
City,465.000.000,Honda,Tự động,Sedan,58000,2017,Xăng,5,Đã sử dụng,Việt Nam
Innova,490.000.000,Toyota,Số sàn,Minivan (MPV),156000,2017,Xăng,8,Đã sử dụng,Việt Nam
Ranger,600.000.000,Ford,Tự động,Pick-up (bán tải),,2021,Dầu,5,Mới,Việt Nam
Everest,445.000.000,Ford,Số sàn,SUV / Cross over,73000,2011,Xăng,7,Đã sử dụng,Mỹ
Accent,375.000.000,Hyundai,Tự động,Hatchback,60000,2014,Xăng,5,Đã sử dụng,
Innova,455.000.000,Toyota,Số sàn,Minivan (MPV),73000,2017,Xăng,8,Đã sử dụng,
C Class,1.650.000.000,Mercedes Benz,Tự động,Sedan,14000,2019,Xăng,5,Đã sử dụng,Đức
Land Cruiser,3.570.000.000,Toyota,Tự động,SUV / Cross over,38600,2017,Xăng,8,Đã sử dụng,Nhật Bản
Hilux,385.000.000,Toyota,Số sàn,Pick-up (bán tải),80000,2014,Dầu,5,Đã sử dụng,Thái Lan
Rio,325.000.000,Kia,Tự động,Hatchback,100000,2011,Xăng,5,Đã sử dụng,Hàn Quốc
C Class,1.299.000.000,Mercedes Benz,Tự động,,11000,2019,Xăng,,Đã sử dụng,
Sonata,280.000.000,Hyundai,Tự động,Sedan,130000,2009,Xăng,5,Đã sử dụng,Hàn Quốc
EcoSport,375.000.000,Ford,Tự động,SUV / Cross over,72562,2014,Xăng,5,Đã sử dụng,Việt Nam
Corolla Altis,435.000.000,Toyota,Tự động,Sedan,82000,2011,Xăng,5,Đã sử dụng,Việt Nam
Focus,285.000.000,Ford,Tự động,Hatchback,50000,2010,Xăng,5,Đã sử dụng,
CX 5,895.000.000,Mazda,Tự động,SUV / Cross over,28000,2019,Xăng,5,Đã sử dụng,Việt Nam
Vios,252.000.000,Toyota,Số sàn,,87000,2015,Xăng,5,Đã sử dụng,Việt Nam
Jolie,138.000.000,Mitsubishi,Số sàn,SUV / Cross over,477000,2001,Xăng,8,Đã sử dụng,Việt Nam
Dòng khác,168.000.000,Honda,Số sàn,Coupe (2 cửa),1246,trước năm 1980,Xăng,4,Đã sử dụng,Nhật Bản
Spark,110.000.000,Chevrolet,Số sàn,Van,10,2014,Xăng,2,Đã sử dụng,Hàn Quốc
Vivant,190.000.000,Chevrolet,Tự động,SUV / Cross over,87000,2009,Xăng,7,Đã sử dụng,
Fortuner,480.000.000,Toyota,Số sàn,SUV / Cross over,115000,2011,Dầu,7,Đã sử dụng,Việt Nam
Zace,205.000.000,Toyota,Số sàn,SUV / Cross over,120000,2004,Xăng,8,Đã sử dụng,Việt Nam
Elantra,530.000.000,Hyundai,Tự động,Sedan,,2021,Xăng,5,Mới,Hàn Quốc
Corolla Altis,575.000.000,Toyota,Tự động,Sedan,40000,2016,Xăng,5,Đã sử dụng,Việt Nam
Fadil,393.000.000,Vinfast,Tự động,Hatchback,,2021,Xăng,5,Mới,Việt Nam
Morning,258.000.000,Kia,Số sàn,Hatchback,30000,2019,Xăng,5,Đã sử dụng,Việt Nam
Morning,278.000.000,Kia,Số sàn,Hatchback,13000,2020,Xăng,5,Đã sử dụng,Việt Nam
Spectra,75.000.000,Kia,Số sàn,Sedan,5700,2004,Xăng,5,Đã sử dụng,Việt Nam
Mu X,680.000.000,Isuzu,Tự động,SUV / Cross over,63000,2016,Dầu,7,Đã sử dụng,Thái Lan
Zace,185.000.000,Toyota,Số sàn,SUV / Cross over,190000,2004,Xăng,8,Đã sử dụng,Việt Nam
Innova,278.000.000,Toyota,Số sàn,Minivan (MPV),120000,2008,Xăng,8,Đã sử dụng,Việt Nam
Vios,300.000.000,Toyota,Số sàn,Kiểu dáng khác,71000,2017,Xăng,4,Đã sử dụng,Việt Nam
Forte,340.000.000,Kia,Tự động,Sedan,9,2012,Xăng,5,Đã sử dụng,
Jolie,120.000.000,Mitsubishi,Số sàn,SUV / Cross over,87560,2003,Xăng,7,Đã sử dụng,Hàn Quốc
Vios,292.000.000,Toyota,Số sàn,Sedan,60000,2016,Xăng,5,Đã sử dụng,Việt Nam
Sorento,568.000.000,Kia,Tự động,SUV / Cross over,69000,2014,Xăng,7,Đã sử dụng,Việt Nam
Captiva,275.000.000,Chevrolet,Tự động,SUV / Cross over,13000,2010,Xăng,7,Đã sử dụng,Việt Nam
Accent,150.000.000,Hyundai,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
Sprinter,208.000.000,Mercedes Benz,Số sàn,Van,250000,2008,Dầu,6,Đã sử dụng,Đức
Cruze,420.000.000,Chevrolet,Tự động,Sedan,38000,2017,Xăng,5,Đã sử dụng,Việt Nam
Fortuner,930.000.000,Toyota,Số sàn,SUV / Cross over,40000,2018,Dầu,7,Đã sử dụng,Nước khác
5 Series,1.250.000.000,BMW,Tự động,Sedan,60000,2015,Xăng,5,Đã sử dụng,Đức
Xpander,510.000.000,Mitsubishi,Tự động,Minivan (MPV),19000,2019,Xăng,5,Đã sử dụng,Nước khác
Lux,681.695.000,Vinfast,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
Morning,338.000.000,Kia,Tự động,Hatchback,28000,2018,Xăng,5,Đã sử dụng,Việt Nam
Camry,320.000.000,Toyota,Số sàn,Sedan,150000,2001,Xăng,5,Đã sử dụng,Nhật Bản
Zace,185.000.000,Toyota,Số sàn,,130000,2006,,,Đã sử dụng,
Vivant,160.000.000,Chevrolet,Số sàn,SUV / Cross over,90000,2009,Xăng,7,Đã sử dụng,Hàn Quốc
Pajero,330.000.000,Mitsubishi,Số sàn,SUV / Cross over,12345,2006,Xăng,7,Đã sử dụng,Việt Nam
Colorado,620.000.000,Chevrolet,Tự động,Pick-up (bán tải),40000,2018,Dầu,5,Đã sử dụng,Thái Lan
Innova,330.000.000,Toyota,Số sàn,Minivan (MPV),96000,2015,Xăng,8,Đã sử dụng,Việt Nam
Navara,480.000.000,Nissan,Tự động,Pick-up (bán tải),65000,2017,Dầu,5,Đã sử dụng,Thái Lan
Ranger,510.000.000,Ford,Số sàn,Pick-up (bán tải),58000,2018,Dầu,5,Đã sử dụng,Thái Lan
Camry,698.000.000,Toyota,Tự động,Sedan,48000,2016,Xăng,5,Đã sử dụng,
A4,458.000.000,Audi,Tự động,Sedan,1234,2010,Xăng,5,Đã sử dụng,Đức
Cruze,450.000.000,Chevrolet,Tự động,Sedan,88888,2016,Xăng,5,Đã sử dụng,Việt Nam
Elantra,420.000.000,Hyundai,Tự động,Sedan,80000,2014,Xăng,5,Đã sử dụng,
Land Cruiser,400.000.000,Toyota,Số sàn,SUV / Cross over,12345,1991,Xăng,7,Đã sử dụng,Nhật Bản
Vios,369.000.000,Toyota,Tự động,Sedan,90000,2013,Xăng,5,Đã sử dụng,Việt Nam
Colorado,565.000.000,Chevrolet,Tự động,Pick-up (bán tải),60000,2017,Dầu,5,Đã sử dụng,Thái Lan
Captiva,239.000.000,Chevrolet,Tự động,SUV / Cross over,100000,2007,Xăng,7,Đã sử dụng,Việt Nam
Innova,178.000.000,Toyota,Số sàn,Minivan (MPV),16234,2007,Xăng,8,Đã sử dụng,Việt Nam
Camry,495.000.000,Toyota,Tự động,Sedan,98000,2009,Xăng,4,Đã sử dụng,Mỹ
Civic,285.000.000,Honda,Tự động,Sedan,,2009,Xăng,5,Đã sử dụng,
Corolla Altis,599.000.000,Toyota,Tự động,Sedan,5,2017,Xăng,5,Đã sử dụng,
BT 50,399.000.000,Mazda,Số sàn,,89,2015,Dầu,,Đã sử dụng,
3 Series,690.000.000,BMW,Tự động,Sedan,130000,2013,Xăng,4,Đã sử dụng,Đức
3,535.000.000,Mazda,Tự động,Sedan,70000,2017,Xăng,5,Đã sử dụng,
Swift,355.000.000,Suzuki,Tự động,Hatchback,60000,2014,Xăng,5,Đã sử dụng,Việt Nam
Rio,425.000.000,Kia,Tự động,Hatchback,50000,2016,Xăng,5,Đã sử dụng,Nước khác
S Class,3.150.000.000,Mercedes Benz,Tự động,Sedan,48000,2016,Xăng,5,Đã sử dụng,Đức
Innova,230.000.000,Toyota,Số sàn,Minivan (MPV),150000,2007,Xăng,8,Đã sử dụng,Việt Nam
6,568.000.000,Mazda,Tự động,Sedan,55000,2016,Xăng,5,Đã sử dụng,
Elantra,610.000.000,Hyundai,Bán tự động,Sedan,45000,2018,Xăng,5,Đã sử dụng,Hàn Quốc
CX 5,879.000.000,Mazda,Tự động,SUV / Cross over,16000,2020,Xăng,5,Đã sử dụng,Việt Nam
Accent,495.000.000,Hyundai,Tự động,Sedan,15000,2020,Xăng,5,Đã sử dụng,Việt Nam
Wigo,262.000.000,Toyota,Số sàn,Hatchback,52000,2018,Xăng,5,Đã sử dụng,Việt Nam
Cerato,462.000.000,Kia,Tự động,Sedan,70000,2016,Xăng,5,Đã sử dụng,Việt Nam
2,350.000.000,Mazda,Tự động,,9999,2016,Xăng,,Đã sử dụng,
GLC Class,1.388.000.000,Mercedes Benz,Tự động,SUV / Cross over,79000,2017,Xăng,5,Đã sử dụng,
Passat,825.000.000,Volkswagen,Tự động,,90000,2016,,,Đã sử dụng,
Matiz,59.000.000,Daewoo,Số sàn,Hatchback,1000000,2005,Xăng,5,Đã sử dụng,Việt Nam
5 Series,850.000.000,BMW,Tự động,,68000,2013,Xăng,,Đã sử dụng,
Lanos,56.000.000,Daewoo,Số sàn,Sedan,150000,2003,Xăng,5,Đã sử dụng,Việt Nam
,197.535.000,,,,,,,,Đã sử dụng,
C Class,1.199.000.000,Mercedes Benz,Tự động,,20000,2020,,,Đã sử dụng,
GLC,1.630.000.000,Mercedes Benz,Tự động,SUV / Cross over,30000,2017,Xăng,5,Đã sử dụng,Việt Nam
